"Date","Open","High","Low","Close","Volume"
#2019-01-01#,39.67,40.08,39.065,39.65,9518406
#2019-01-02#,39.02,40.72,38.76,40.4,10648013
#2019-01-03#,40.22,40.22,39.25,39.68,13034509
#2019-01-04#,40.5,41.58,40.28,41.3,14371614
#2019-01-07#,41.51,42.16,40.98,41.71,11812629
#2019-01-08#,42.3,42.41,41.08,41.45,11398177
#2019-01-09#,41.91,42.21,41.25,41.74,9223047
#2019-01-10#,41.38,41.96,41.24,41.66,7560784
#2019-01-11#,41.28,41.87,40.96,41.74,8191878
#2019-01-14#,41.31,42.79,41.12,42.48,12336263
#2019-01-15#,42.21,42.99,42.03,42.88,11737024
#2019-01-16#,44,45.1069,43.67,44.49,30530372
#2019-01-17#,42.45,43.18,41.61,42.53,47037208
#2019-01-18#,43.02,43.77,42.56,43.69,20614355
#2019-01-21#,43.02,43.77,42.56,43.69,20614355
#2019-01-22#,42.42,42.74,41.93,42.41,20202401
#2019-01-23#,42.52,42.62,41.655,42.15,15583917
#2019-01-24#,41.95,42.58,41.84,42.05,13421572
#2019-01-25#,42.67,43.25,42.55,42.98,13422970
#2019-01-28#,42.44,42.73,42.06,42.65,10396739
#2019-01-29#,42.53,42.7,42.11,42.49,9916424
#2019-01-30#,42.35,42.97,42.065,42.79,12348090
#2019-01-31#,42.3,42.67,42.175,42.3,11163543
#2019-02-01#,42.3,42.7254,41.79,41.82,13322116
#2019-02-04#,41.9,42.46,41.68,42.46,8715318
#2019-02-05#,42.38,42.56,42.22,42.45,9971528
#2019-02-06#,42.3,42.85,42.09,42.38,9744196
#2019-02-07#,42.11,42.18,41.035,41.48,12745444
#2019-02-08#,41.03,41.34,40.115,40.81,13993932
#2019-02-11#,41,41.08,40.19,40.21,17058346
#2019-02-12#,40.65,41.5,40.65,41.15,12400817
#2019-02-13#,41.5,42.03,41.16,41.19,9528340
#2019-02-14#,40.81,41.53,40.28,40.72,10414619
#2019-02-15#,41.16,42.08,41.13,41.99,13289736
#2019-02-18#,41.16,42.08,41.13,41.99,13289736
#2019-02-19#,41.58,42.28,41.43,42.16,9401735
#2019-02-20#,42.09,42.475,42.02,42.42,10031557
#2019-02-21#,42.39,42.52,41.685,41.96,9603574
#2019-02-22#,42.05,42.24,41.6,41.79,10132145
#2019-02-25#,42.13,42.86,42.11,42.19,10804675
#2019-02-26#,41.98,42.68,41.63,42.41,10404423
#2019-02-27#,42.47,42.71,42.25,42.56,6916606
#2019-02-28#,42.49,42.62,41.84,41.98,12299943
#2019-03-01#,42.35,42.87,42.35,42.5,12336072
#2019-03-04#,42.55,43.1,41.8,42,12115076
#2019-03-05#,41.98,42.04,41.19,41.9,10449055
#2019-03-06#,41.83,42.09,41.59,41.62,7062738
#2019-03-07#,41.32,41.35,40.63,41.17,12502143
#2019-03-08#,40.58,41.495,40.4,41.36,11748387
#2019-03-11#,41.7,42.205,41.66,41.85,7191561
#2019-03-12#,41.95,42.19,41.82,42.03,7204448
#2019-03-13#,42.4,42.645,42.2,42.41,9269046
#2019-03-14#,42.3,42.92,42.3,42.69,8351177
#2019-03-15#,42.68,43.47,42.54,43.33,18992637
#2019-03-18#,43.47,44.205,43.47,44.03,10305938
#2019-03-19#,44.62,44.89,43.88,43.95,12548514
#2019-03-20#,43.74,43.8,42.93,43.03,15078498
#2019-03-21#,42.59,43.625,42.2,43.13,14576214
#2019-03-22#,42.56,42.72,41.28,41.72,25416776
#2019-03-25#,41.71,41.93,40.91,41.25,14504118
#2019-03-26#,41.71,42.23,41.335,41.88,9615437
#2019-03-27#,41.82,42.05,41.29,41.37,11251640
#2019-03-28#,41.49,41.97,41.38,41.93,8397024
#2019-03-29#,42.48,42.63,41.965,42.2,11811368
#2019-04-01#,42.78,43.95,42.75,43.53,25813282
#2019-04-02#,43.43,43.889,43.21,43.7,13101204
#2019-04-03#,44.25,44.64,44.04,44.38,11712103
#2019-04-04#,44.33,45.24,44.33,44.93,9120028
#2019-04-05#,45.13,45.38,44.73,44.9,8633865
#2019-04-08#,44.65,44.99,44.36,44.98,10898882
#2019-04-09#,44.65,44.67,43.945,44.26,7436163
#2019-04-10#,44.32,44.62,44.1,44.45,6703363
#2019-04-11#,44.74,45.08,44.47,44.8,7872707
#2019-04-12#,45.89,47.07,45.87,46.69,21641901
#2019-04-15#,46.47,46.79,45.92,46.08,11668987
#2019-04-16#,46.38,47.085,46.19,47.02,13358583
#2019-04-17#,47.85,48.55,47.13,48.26,19609975
#2019-04-18#,47.79,48.14,47.29,47.55,19906525
#2019-04-19#,47.79,48.14,47.29,47.55,19906525
#2019-04-22#,47.37,47.445,46.975,47.29,7042052
#2019-04-23#,47.09,47.45,46.85,47.35,8163655
#2019-04-24#,47.13,47.605,47.05,47.38,9042508
#2019-04-25#,47.21,47.74,47.01,47.29,5585897
#2019-04-26#,47.4,47.92,47.23,47.89,7661270
#2019-04-29#,47.85,48.665,47.75,48.46,9702221
#2019-04-30#,48.5,48.62,47.86,48.25,8104851
#2019-05-01#,48.2,48.62,47.41,47.57,9056312
#2019-05-02#,47.67,48.03,47.4,47.81,7680525
#2019-05-03#,48.03,48.485,47.82,48.06,5829739
#2019-05-06#,46.97,47.86,46.84,47.71,6310038
#2019-05-07#,47.14,47.2,46.25,46.71,10365064
#2019-05-08#,46.51,47.19,46.47,46.53,7340460
#2019-05-09#,45.91,46.4899,45.49,46.45,8102264
#2019-05-10#,46.25,46.42,45.71,46.34,9749244
#2019-05-13#,45.2,45.27,43.94,44.18,16506404
#2019-05-14#,44.18,44.59,43.98,44.01,17302187
#2019-05-15#,43.28,44.275,42.8568,43.9,10703080
#2019-05-16#,44.06,44.72,43.915,44.28,9305005
#2019-05-17#,43.52,44.32,43.5,43.88,8411718
#2019-05-20#,43.49,44.16,43.33,43.87,8951644
#2019-05-21#,44.24,44.53,44.14,44.39,5936391
#2019-05-22#,44.11,44.3,43.43,43.49,10109593
#2019-05-23#,42.75,42.82,42.15,42.71,13128975
#2019-05-24#,43.03,43.2,42.69,42.96,6172306
#2019-05-27#,43.03,43.2,42.69,42.96,6172306
#2019-05-28#,42.85,43.07,42.16,42.17,10539520
#2019-05-29#,41.74,42.24,41.565,42.19,9808742
#2019-05-30#,42.46,42.625,41.525,41.83,7797240
#2019-05-31#,41.11,41.28,40.6,40.69,11328629
#2019-06-03#,40.71,41.0938,40.4315,40.73,10133244
#2019-06-04#,41.43,42.57,41.38,42.48,11860935
#2019-06-05#,42.5,42.67,41.945,42.43,6421315
#2019-06-06#,42.25,42.985,42.15,42.81,5741545
#2019-06-07#,42.67,43.07,42.5823,42.7,7546203
#2019-06-10#,43.24,43.84,43.2,43.29,8693295
#2019-06-11#,43.77,44.18,43.41,43.67,10654592
#2019-06-12#,43.44,43.44,42.54,42.62,8073786
#2019-06-13#,42.68,43.22,42.54,42.95,7530917
#2019-06-14#,43.19,43.22,42.51,42.82,7102628
#2019-06-17#,42.73,43.08,42.44,42.51,5658706
#2019-06-18#,42.57,43.81,42.44,43.34,10094493
#2019-06-19#,43.7,43.91,43.11,43.14,8034252
#2019-06-20#,43.6,43.95,42.99,43.46,9922837
#2019-06-21#,43.58,44.165,43.44,43.58,18451155
#2019-06-24#,43.5,43.9,42.99,43.07,8141400
#2019-06-25#,42.97,42.9999,42.24,42.66,10232874
#2019-06-26#,42.78,43.29,42.75,42.99,7826369
#2019-06-27#,43.3,43.65,43.08,43.49,7459832
#2019-06-28#,44.2,44.565,43.74,43.81,15445649
#2019-07-01#,44.59,45.055,43.52,43.95,12225118
#2019-07-02#,43.7,43.925,43.4,43.83,8234802
#2019-07-03#,43.95,44.145,43.82,43.99,4470788
#2019-07-04#,43.95,44.145,43.82,43.99,4470788
#2019-07-05#,44.49,44.815,44.07,44.21,6276024
#2019-07-08#,43.59,43.96,43.285,43.49,7060245
#2019-07-09#,43.08,43.87,43.02,43.78,5942327
#2019-07-10#,43.76,43.975,43.24,43.31,5310978
#2019-07-11#,43.49,44.325,43.38,44.18,8799426
#2019-07-12#,44.55,44.9,44.38,44.87,9565715
#2019-07-15#,45.01,45.01,44.29,44.43,7870655
#2019-07-16#,44.8,45.06,44.27,44.43,10171236
#2019-07-17#,44.26,44.3205,43.66,43.77,9131788
#2019-07-18#,43.67,44.52,43.51,44.43,11187450
#2019-07-19#,44.35,44.71,44.33,44.39,10083648
#2019-07-22#,44.22,44.595,43.94,44.5,7091856
#2019-07-23#,44.77,45.29,44.77,45.1,9859575
#2019-07-24#,44.89,45.71,44.861,45.5,8092568
#2019-07-25#,45.5,45.57,44.6,44.87,8733840
#2019-07-26#,44.99,45.77,44.91,45.74,8320981
#2019-07-29#,45.64,45.73,45.07,45.23,8666967
#2019-07-30#,44.61,44.85,44.1699,44.67,7339121
#2019-07-31#,44.7,44.99,44.28,44.56,8317093
#2019-08-01#,44.42,44.74,42.685,42.93,12963863
#2019-08-02#,42.73,42.75,41.24,42.12,16089937
#2019-08-05#,40.93,41,39.94,40.49,15311134
#2019-08-06#,40.95,41.33,40.47,41.22,10481193
#2019-08-07#,40.27,40.66,39.47,40.56,14108530
#2019-08-08#,41.01,41.46,40.64,41.27,9884353
#2019-08-09#,40.99,41.82,40.645,41.5,11011436
#2019-08-12#,40.77,40.895,40.155,40.36,8594313
#2019-08-13#,40.39,41.33,40.08,40.69,10942303
#2019-08-14#,39.57,39.57,38.835,39.33,17133401
#2019-08-15#,39.43,39.59,38.76,39.1,10818552
#2019-08-16#,39.53,40.19,39.42,39.94,9742767
#2019-08-19#,40.74,40.83,40.23,40.37,7803131
#2019-08-20#,40.04,40.29,39.83,39.9,11352657
#2019-08-21#,40.48,40.53,39.83,39.94,9878357
#2019-08-22#,40.36,40.42,39.915,40.27,8126381
#2019-08-23#,40.05,40.3998,39.113,39.33,12310842
#2019-08-26#,39.84,40.27,39.7,40.16,10409414
#2019-08-27#,40.25,40.34,39.45,39.79,8745299
#2019-08-28#,39.4,40.7,39.35,40.38,9881886
#2019-08-29#,40.89,41.495,40.87,41.29,12191901
#2019-08-30#,41.68,41.87,41.3,41.49,7426965
#2019-09-02#,41.68,41.87,41.3,41.49,7426965
#2019-09-03#,41.04,41.088,40.35,40.99,8675908
#2019-09-04#,41.44,41.69,41.3,41.53,6843792
#2019-09-05#,42.3,43.11,42.3,42.47,8104020
#2019-09-06#,42.47,42.545,42.01,42.18,7012752
#2019-09-09#,42.54,43.49,42.54,43.11,11888753
#2019-09-10#,43.28,43.81,43.055,43.58,12292914
#2019-09-11#,43.74,43.94,43.205,43.94,9877893
#2019-09-12#,43.51,44.439,43.38,44.32,13254316
#2019-09-13#,44.95,45.45,44.725,45.16,11364491
#2019-09-16#,44.49,45.05,44.35,44.75,6289751
#2019-09-17#,44.5,44.5,43.55,44.21,9843665
#2019-09-18#,43.91,44.49,43.65,44.36,8327576
#2019-09-19#,44.21,44.465,43.905,44.02,6483567
#2019-09-20#,44.22,44.6,43.63,43.67,22497623
